Reference Area,Time Period,Sex,Age group,Units of measurement,Observation Value
MDG_Western Asia,1985,All genders,15-24 year olds,Percent,87.76422637
MDG_Western Asia,1985,Male,15-24 year olds,Percent,93.77640847
Mexico,2012,Female,15-24 year olds,Percent,99.02957003
Mexico,2012,Male,15-24 year olds,Percent,98.72037417
Mexico,2012,All genders,15-24 year olds,Percent,98.8754158
Mexico,2011,All genders,15-24 year olds,Percent,98.46177252
Mexico,2011,Male,15-24 year olds,Percent,98.41656107
Mexico,2011,Female,15-24 year olds,Percent,98.50666477
Mexico,2010,Female,15-24 year olds,Percent,98.49213392
Mexico,2010,Male,15-24 year olds,Percent,98.37556598
Mexico,2010,All genders,15-24 year olds,Percent,98.43451907
Mexico,2009,Female,15-24 year olds,Percent,98.38159955
Mexico,2009,All genders,15-24 year olds,Percent,98.52466089
Mexico,2009,Male,15-24 year olds,Percent,98.67002636
Mexico,2008,Male,15-24 year olds,Percent,98.40971453
Mexico,2008,All genders,15-24 year olds,Percent,98.38230253
Mexico,2008,Female,15-24 year olds,Percent,98.3564215
Mexico,2007,Female,15-24 year olds,Percent,98.11611439
Mexico,2007,All genders,15-24 year olds,Percent,98.15608978
Mexico,2007,Male,15-24 year olds,Percent,98.19888191
Mexico,2006,Female,15-24 year olds,Percent,97.69171846
Mexico,2006,Male,15-24 year olds,Percent,98.10612218
Mexico,2006,All genders,15-24 year olds,Percent,97.89565916
Mexico,2005,Female,15-24 year olds,Percent,97.62793249
Mexico,2005,Male,15-24 year olds,Percent,97.64424541
Mexico,2005,All genders,15-24 year olds,Percent,97.63584268
Mexico,2004,Male,15-24 year olds,Percent,97.51729628
Mexico,2004,Female,15-24 year olds,Percent,97.60792845
Mexico,2004,All genders,15-24 year olds,Percent,97.56444051
Mexico,2002,All genders,15-24 year olds,Percent,97.60458343
Mexico,2002,Female,15-24 year olds,Percent,97.2721141
Mexico,2002,Male,15-24 year olds,Percent,97.94070204
Mexico,2000,All genders,15-24 year olds,Percent,96.61227886
Mexico,2000,Male,15-24 year olds,Percent,96.75119972
Mexico,2000,Female,15-24 year olds,Percent,96.48236059
Mexico,1990,Male,15-24 year olds,Percent,95.9634567
Mexico,1990,All genders,15-24 year olds,Percent,95.41824321
Mexico,1990,Female,15-24 year olds,Percent,94.90320923
Mexico,1980,Female,15-24 year olds,Percent,90.86093953
Mexico,1980,Male,15-24 year olds,Percent,93.08718594
Mexico,1980,All genders,15-24 year olds,Percent,91.94719655
Moldova,2012,Male,15-24 year olds,Percent,100
Moldova,2012,Female,15-24 year olds,Percent,100
Moldova,2012,All genders,15-24 year olds,Percent,100
Moldova,2000,All genders,15-24 year olds,Percent,99.52507599
Moldova,2000,Male,15-24 year olds,Percent,99.40320776
Moldova,2000,Female,15-24 year olds,Percent,99.65156794
Moldova,1989,Female,15-24 year olds,Percent,99.73853034
Moldova,1989,Male,15-24 year olds,Percent,99.72014985
Moldova,1989,All genders,15-24 year olds,Percent,99.72934799
Mongolia,2010,Male,15-24 year olds,Percent,98.02181044
Mongolia,2010,All genders,15-24 year olds,Percent,98.46024575
Mongolia,2010,Female,15-24 year olds,Percent,98.90874038
Mongolia,2000,Female,15-24 year olds,Percent,98.43194395
Mongolia,2000,All genders,15-24 year olds,Percent,97.71011943
Mongolia,2000,Male,15-24 year olds,Percent,96.99860752
Montenegro,2011,Male,15-24 year olds,Percent,99.36078755
Montenegro,2011,All genders,15-24 year olds,Percent,99.21181926
Montenegro,2011,Female,15-24 year olds,Percent,99.05260652
Morocco,2011,Female,15-24 year olds,Percent,74.03429027
Morocco,2011,All genders,15-24 year olds,Percent,81.51006786
Morocco,2011,Male,15-24 year olds,Percent,88.82941911
Morocco,2009,Male,15-24 year olds,Percent,86.72862296
Morocco,2009,All genders,15-24 year olds,Percent,79.47369168
Morocco,2009,Female,15-24 year olds,Percent,72.14523796
Morocco,2008,All genders,15-24 year olds,Percent,77.86296264
Morocco,2008,Female,15-24 year olds,Percent,69.89815284
Morocco,2008,Male,15-24 year olds,Percent,85.80525128
Morocco,2004,Male,15-24 year olds,Percent,80.80266856
Morocco,2004,All genders,15-24 year olds,Percent,70.45759285
Morocco,2004,Female,15-24 year olds,Percent,60.49289164
Morocco,1994,Female,15-24 year olds,Percent,45.99635864
Morocco,1994,All genders,15-24 year olds,Percent,58.43488808
Morocco,1994,Male,15-24 year olds,Percent,71.38491296
Morocco,1982,Male,15-24 year olds,Percent,58.11692251
Morocco,1982,All genders,15-24 year olds,Percent,44.13793919
Morocco,1982,Female,15-24 year olds,Percent,30.95091101
Mozambique,2009,All genders,15-24 year olds,Percent,67.1496373
Mozambique,2009,Female,15-24 year olds,Percent,56.54005201
Mozambique,2009,Male,15-24 year olds,Percent,79.84043864
Mozambique,2003,Male,15-24 year olds,Percent,74.36054839
Mozambique,2003,All genders,15-24 year olds,Percent,61.8928892
Mozambique,2003,Female,15-24 year olds,Percent,50.03891051
Mozambique,1997,Female,15-24 year olds,Percent,36.55311292
Mozambique,1997,All genders,15-24 year olds,Percent,46.96999986
Mozambique,1997,Male,15-24 year olds,Percent,59.45270084
Mozambique,1980,Male,15-24 year olds,Percent,63.95417621
Mozambique,1980,All genders,15-24 year olds,Percent,43.6443638
Mozambique,1980,Female,15-24 year olds,Percent,25.11539346
Myanmar,2012,Female,15-24 year olds,Percent,95.84294
Myanmar,2012,All genders,15-24 year olds,Percent,96.02813
Myanmar,2012,Male,15-24 year olds,Percent,96.21516
Myanmar,2000,All genders,15-24 year olds,Percent,94.58631256
Myanmar,2000,Male,15-24 year olds,Percent,95.78809893
Myanmar,2000,Female,15-24 year olds,Percent,93.47118079
Myanmar,1983,Female,15-24 year olds,Percent,81.34419675
Myanmar,1983,All genders,15-24 year olds,Percent,84.89707494
Myanmar,1983,Male,15-24 year olds,Percent,88.56580205
Namibia,2007,Male,15-24 year olds,Percent,83.23857825
Namibia,2007,All genders,15-24 year olds,Percent,87.09541209
Namibia,2007,Female,15-24 year olds,Percent,90.61542703
Namibia,2001,Female,15-24 year olds,Percent,93.47992463
Namibia,2001,All genders,15-24 year olds,Percent,92.33671412
Namibia,2001,Male,15-24 year olds,Percent,91.15274027
Namibia,1991,Male,15-24 year olds,Percent,85.70274358
Namibia,1991,All genders,15-24 year olds,Percent,88.11243109
Namibia,1991,Female,15-24 year olds,Percent,90.41715652
Nepal,2011,Female,15-24 year olds,Percent,77.46865821
Nepal,2011,All genders,15-24 year olds,Percent,82.35368674
Nepal,2011,Male,15-24 year olds,Percent,89.23629335
Nepal,2001,All genders,15-24 year olds,Percent,70.05362258
Nepal,2001,Male,15-24 year olds,Percent,80.61596701
Nepal,2001,Female,15-24 year olds,Percent,60.14379214
Nepal,1991,Female,15-24 year olds,Percent,32.66643635
Nepal,1991,All genders,15-24 year olds,Percent,49.60371784
Nepal,1991,Male,15-24 year olds,Percent,68.2296262
Nepal,1981,Male,15-24 year olds,Percent,45.09614122
Nepal,1981,Female,15-24 year olds,Percent,14.96660718
Nepal,1981,All genders,15-24 year olds,Percent,30.03844827
Netherlands Antilles,1992,All genders,15-24 year olds,Percent,96.98057948
Netherlands Antilles,1992,Male,15-24 year olds,Percent,96.60404624
Netherlands Antilles,1992,Female,15-24 year olds,Percent,97.33171619
New Caledonia,2012,All genders,15-24 year olds,Percent,99.64012
New Caledonia,2012,Male,15-24 year olds,Percent,99.51515
New Caledonia,2012,Female,15-24 year olds,Percent,99.77089
New Caledonia,1996,Female,15-24 year olds,Percent,99.14204004
New Caledonia,1996,Male,15-24 year olds,Percent,99.04862941
New Caledonia,1996,All genders,15-24 year olds,Percent,99.09460587
New Caledonia,1989,All genders,15-24 year olds,Percent,98.75698072
New Caledonia,1989,Male,15-24 year olds,Percent,98.65692743
New Caledonia,1989,Female,15-24 year olds,Percent,98.86099204
New Caledonia,1976,Female,15-24 year olds,Percent,97.9615804
New Caledonia,1976,All genders,15-24 year olds,Percent,97.46416313
New Caledonia,1976,Male,15-24 year olds,Percent,97.00249144
Nicaragua,2005,Male,15-24 year olds,Percent,85.15561637
Nicaragua,2005,All genders,15-24 year olds,Percent,87.00925049
Nicaragua,2005,Female,15-24 year olds,Percent,88.84248168
Nicaragua,2001,Female,15-24 year olds,Percent,88.81787597
Nicaragua,2001,Male,15-24 year olds,Percent,83.63000046
Nicaragua,2001,All genders,15-24 year olds,Percent,86.22251839
Niger,2012,All genders,15-24 year olds,Percent,23.52377795
Niger,2012,Male,15-24 year olds,Percent,34.53362419
Niger,2012,Female,15-24 year olds,Percent,15.05777124
Niger,2005,Female,15-24 year olds,Percent,23.19742983
Niger,2005,All genders,15-24 year olds,Percent,36.54677919
Niger,2005,Male,15-24 year olds,Percent,52.44952109
Niger,2001,Male,15-24 year olds,Percent,26.23005545
Niger,2001,All genders,15-24 year olds,Percent,19.7911938
Niger,2001,Female,15-24 year olds,Percent,14.23354806
Nigeria,2008,Female,15-24 year olds,Percent,57.95389027
Nigeria,2008,All genders,15-24 year olds,Percent,66.38354494
Nigeria,2008,Male,15-24 year olds,Percent,75.56593722
Nigeria,2003,Male,15-24 year olds,Percent,78.12795462
Nigeria,2003,All genders,15-24 year olds,Percent,68.99377751
Nigeria,2003,Female,15-24 year olds,Percent,60.50936768
Nigeria,1991,Female,15-24 year olds,Percent,62.48778404
Nigeria,1991,Male,15-24 year olds,Percent,81.35602772
Nigeria,1991,All genders,15-24 year olds,Percent,71.18906417
Occupied Palestinian Territory,2012,Male,15-24 year olds,Percent,99.34515922
Occupied Palestinian Territory,2012,All genders,15-24 year olds,Percent,99.28732634
Occupied Palestinian Territory,2012,Female,15-24 year olds,Percent,99.22707768
Occupied Palestinian Territory,2011,Female,15-24 year olds,Percent,99.36699652
Occupied Palestinian Territory,2011,All genders,15-24 year olds,Percent,99.31232155
Occupied Palestinian Territory,2011,Male,15-24 year olds,Percent,99.25985747
Occupied Palestinian Territory,2010,Male,15-24 year olds,Percent,99.211347
Occupied Palestinian Territory,2010,All genders,15-24 year olds,Percent,99.24203742
Occupied Palestinian Territory,2010,Female,15-24 year olds,Percent,99.27404046
Occupied Palestinian Territory,2009,Female,15-24 year olds,Percent,99.23354178
Occupied Palestinian Territory,2009,All genders,15-24 year olds,Percent,99.23325596
Occupied Palestinian Territory,2009,Male,15-24 year olds,Percent,99.23298201
Occupied Palestinian Territory,2008,Male,15-24 year olds,Percent,99.26684431
Occupied Palestinian Territory,2008,All genders,15-24 year olds,Percent,99.15021997
Occupied Palestinian Territory,2008,Female,15-24 year olds,Percent,99.02808378
Occupied Palestinian Territory,2007,Female,15-24 year olds,Percent,98.98690084
Occupied Palestinian Territory,2007,All genders,15-24 year olds,Percent,99.06205698
Occupied Palestinian Territory,2007,Male,15-24 year olds,Percent,99.13416076
Occupied Palestinian Territory,2006,All genders,15-24 year olds,Percent,99.09138168
Occupied Palestinian Territory,2006,Male,15-24 year olds,Percent,99.03929951
Occupied Palestinian Territory,2006,Female,15-24 year olds,Percent,99.14568285
Occupied Palestinian Territory,2004,Female,15-24 year olds,Percent,98.85481933
Occupied Palestinian Territory,2004,All genders,15-24 year olds,Percent,98.9418193
Occupied Palestinian Territory,2004,Male,15-24 year olds,Percent,99.02489158
Occupied Palestinian Territory,1997,Male,15-24 year olds,Percent,96.91362726
Occupied Palestinian Territory,1997,All genders,15-24 year olds,Percent,97.04654378
Occupied Palestinian Territory,1997,Female,15-24 year olds,Percent,97.18850022
Oman,2010,Female,15-24 year olds,Percent,98.16507377
Oman,2010,Male,15-24 year olds,Percent,97.40564721
Oman,2010,All genders,15-24 year olds,Percent,97.74372549
Oman,2008,Male,15-24 year olds,Percent,97.63412115
Oman,2008,All genders,15-24 year olds,Percent,97.62982154
Oman,2008,Female,15-24 year olds,Percent,97.62497861
Oman,2003,Female,15-24 year olds,Percent,96.66144873
Oman,2003,Male,15-24 year olds,Percent,97.86508824
Oman,2003,All genders,15-24 year olds,Percent,97.28133003
Pakistan,2011,All genders,15-24 year olds,Percent,70.76932626
Pakistan,2011,Male,15-24 year olds,Percent,78.04242424
Pakistan,2011,Female,15-24 year olds,Percent,63.13680595
Pakistan,2010,Female,15-24 year olds,Percent,62.29837404
Pakistan,2010,All genders,15-24 year olds,Percent,71.25962255
Pakistan,2010,Male,15-24 year olds,Percent,79.50414208
Pakistan,2009,All genders,15-24 year olds,Percent,70.6762715
Pakistan,2009,Male,15-24 year olds,Percent,79.1443213
Pakistan,2009,Female,15-24 year olds,Percent,61.4626556
Pakistan,2008,Female,15-24 year olds,Percent,61.24991803
Pakistan,2008,All genders,15-24 year olds,Percent,71.11291
Pakistan,2008,Male,15-24 year olds,Percent,79.42004971
Pakistan,2006,Male,15-24 year olds,Percent,79.10217602
Pakistan,2006,All genders,15-24 year olds,Percent,69.16579926
Pakistan,2006,Female,15-24 year olds,Percent,58.37056342
Pakistan,2005,Female,15-24 year olds,Percent,53.08856345
Pakistan,2005,All genders,15-24 year olds,Percent,65.08658143
Pakistan,2005,Male,15-24 year olds,Percent,76.65171889
Pakistan,1998,Male,15-24 year olds,Percent,67.14934851
Pakistan,1998,All genders,15-24 year olds,Percent,55.33052152
Pakistan,1998,Female,15-24 year olds,Percent,43.11405285
Pakistan,1981,Female,15-24 year olds,Percent,23.83296356
Pakistan,1981,Male,15-24 year olds,Percent,44.50286794
Pakistan,1981,All genders,15-24 year olds,Percent,34.78335075
Palau,2013,Male,15-24 year olds,Percent,99.79518689
Palau,2013,All genders,15-24 year olds,Percent,99.8114732
Palau,2013,Female,15-24 year olds,Percent,99.82954545
Palau,1980,Female,15-24 year olds,Percent,94.35773373
Palau,1980,All genders,15-24 year olds,Percent,94.27577853
Palau,1980,Male,15-24 year olds,Percent,94.19359887
Panama,2010,All genders,15-24 year olds,Percent,97.63853103
Panama,2010,Male,15-24 year olds,Percent,97.93446654
Panama,2010,Female,15-24 year olds,Percent,97.33686775
Panama,2000,Female,15-24 year olds,Percent,95.6227291
Panama,2000,Male,15-24 year olds,Percent,96.53054015
Panama,2000,All genders,15-24 year olds,Percent,96.0798492
Panama,1990,All genders,15-24 year olds,Percent,95.08677878
Panama,1990,Male,15-24 year olds,Percent,95.39388956
Panama,1990,Female,15-24 year olds,Percent,94.77776371
Panama,1980,Female,15-24 year olds,Percent,96.28396477
Panama,1980,Male,15-24 year olds,Percent,95.92750224
Panama,1980,All genders,15-24 year olds,Percent,96.10619878
Papua New Guinea,2012,Male,15-24 year olds,Percent,66.82729
Papua New Guinea,2012,All genders,15-24 year olds,Percent,71.19374
Papua New Guinea,2012,Female,15-24 year olds,Percent,75.81795
Papua New Guinea,2000,Female,15-24 year olds,Percent,64.05813106
Papua New Guinea,2000,All genders,15-24 year olds,Percent,66.67899393
Papua New Guinea,2000,Male,15-24 year olds,Percent,69.13373534
Paraguay,2010,Male,15-24 year olds,Percent,98.50033924
Paraguay,2010,All genders,15-24 year olds,Percent,98.61044862
Paraguay,2010,Female,15-24 year olds,Percent,98.72881922
Paraguay,2009,Female,15-24 year olds,Percent,98.98826543
Paraguay,2009,Male,15-24 year olds,Percent,98.04144732
Paraguay,2009,All genders,15-24 year olds,Percent,98.49728967
Paraguay,2008,All genders,15-24 year olds,Percent,97.96423722
Paraguay,2008,Male,15-24 year olds,Percent,97.69172261
Paraguay,2008,Female,15-24 year olds,Percent,98.23230516
Paraguay,2007,Female,15-24 year olds,Percent,98.77915768
Paraguay,2007,All genders,15-24 year olds,Percent,98.79446127
Paraguay,2007,Male,15-24 year olds,Percent,98.80972003
Paraguay,1992,Male,15-24 year olds,Percent,95.85674636
Paraguay,1992,All genders,15-24 year olds,Percent,95.60733912
Paraguay,1992,Female,15-24 year olds,Percent,95.36143363
Paraguay,1982,Female,15-24 year olds,Percent,89.00119503
Paraguay,1982,All genders,15-24 year olds,Percent,89.58785916
Paraguay,1982,Male,15-24 year olds,Percent,90.17328525
Peru,2012,All genders,15-24 year olds,Percent,98.69816345
Peru,2012,Male,15-24 year olds,Percent,98.71933684
Peru,2012,Female,15-24 year olds,Percent,98.67575309
Peru,2007,Female,15-24 year olds,Percent,96.7052348
Peru,2007,Male,15-24 year olds,Percent,98.01325911
Peru,2007,All genders,15-24 year olds,Percent,97.35621617
Peru,2006,All genders,15-24 year olds,Percent,97.75712578
Peru,2006,Male,15-24 year olds,Percent,98.51274617
Peru,2006,Female,15-24 year olds,Percent,96.95763554
Peru,2005,Female,15-24 year olds,Percent,96.28777572
Peru,2005,Male,15-24 year olds,Percent,97.92135381
Peru,2005,All genders,15-24 year olds,Percent,97.12375985
Peru,2004,All genders,15-24 year olds,Percent,96.75562539
Peru,2004,Male,15-24 year olds,Percent,97.80303089
Peru,2004,Female,15-24 year olds,Percent,95.65601963
Peru,1993,Female,15-24 year olds,Percent,93.78624984
Peru,1993,Male,15-24 year olds,Percent,96.98547746
Peru,1993,All genders,15-24 year olds,Percent,95.36663106
Peru,1981,All genders,15-24 year olds,Percent,93.11980083
Peru,1981,Male,15-24 year olds,Percent,96.51333286
Peru,1981,Female,15-24 year olds,Percent,89.76372151
Philippines,2008,Female,15-24 year olds,Percent,98.49152127
Philippines,2008,Male,15-24 year olds,Percent,97.01994886
Philippines,2008,All genders,15-24 year olds,Percent,97.75079836
Philippines,2003,All genders,15-24 year olds,Percent,95.0572109
Philippines,2003,Male,15-24 year olds,Percent,93.5782967
Philippines,2003,Female,15-24 year olds,Percent,96.58059191
Philippines,2000,Female,15-24 year olds,Percent,95.72027873
Philippines,2000,Male,15-24 year olds,Percent,94.45825794
Philippines,2000,All genders,15-24 year olds,Percent,95.08974816
Philippines,1990,Male,15-24 year olds,Percent,96.27673399
Philippines,1990,All genders,15-24 year olds,Percent,96.57808187
Philippines,1990,Female,15-24 year olds,Percent,96.87774233
Philippines,1980,Female,15-24 year olds,Percent,92.46902909
Philippines,1980,Male,15-24 year olds,Percent,91.06331265
Philippines,1980,All genders,15-24 year olds,Percent,91.78898683
Poland,2012,Male,15-24 year olds,Percent,99.99996
Poland,2012,All genders,15-24 year olds,Percent,99.99996
Poland,2012,Female,15-24 year olds,Percent,99.99997
Poland,2004,Female,15-24 year olds,Percent,99.99987
Poland,2004,Male,15-24 year olds,Percent,99.99984
Poland,2004,All genders,15-24 year olds,Percent,99.99986
Poland,1994,Male,15-24 year olds,Percent,99.99913
Poland,1994,All genders,15-24 year olds,Percent,99.9992
Poland,1994,Female,15-24 year olds,Percent,99.99928
Poland,1978,Female,15-24 year olds,Percent,99.81581493
Poland,1978,Male,15-24 year olds,Percent,99.77873636
Poland,1978,All genders,15-24 year olds,Percent,99.79683069
Portugal,2011,All genders,15-24 year olds,Percent,99.4351159
Portugal,2011,Male,15-24 year olds,Percent,99.39179569
Portugal,2011,Female,15-24 year olds,Percent,99.47964445
Portugal,1991,Female,15-24 year olds,Percent,99.25787378
Portugal,1991,Male,15-24 year olds,Percent,99.14245762
Portugal,1991,All genders,15-24 year olds,Percent,99.19948525
Portugal,1981,Male,15-24 year olds,Percent,97.66431838
Portugal,1981,All genders,15-24 year olds,Percent,97.94135225
Portugal,1981,Female,15-24 year olds,Percent,98.2221079
Puerto Rico,2010,Female,15-24 year olds,Percent,98.85419332
Puerto Rico,2010,Male,15-24 year olds,Percent,98.81458084
Puerto Rico,2010,All genders,15-24 year olds,Percent,98.83417812
Puerto Rico,2004,All genders,15-24 year olds,Percent,88.69657
Puerto Rico,2004,Male,15-24 year olds,Percent,88.09477
Puerto Rico,2004,Female,15-24 year olds,Percent,89.30752
Puerto Rico,1990,Female,15-24 year olds,Percent,94.11212784
Puerto Rico,1990,Male,15-24 year olds,Percent,92.22390002
Puerto Rico,1990,All genders,15-24 year olds,Percent,93.16687946
Puerto Rico,1980,All genders,15-24 year olds,Percent,93.74586022
Puerto Rico,1980,Male,15-24 year olds,Percent,93.0182729
Puerto Rico,1980,Female,15-24 year olds,Percent,94.39735943
Qatar,2012,Female,15-24 year olds,Percent,99.83464289
Qatar,2012,Male,15-24 year olds,Percent,98.68559146
Qatar,2012,All genders,15-24 year olds,Percent,99.0645734
Qatar,2011,Male,15-24 year olds,Percent,97.57915505
Qatar,2011,All genders,15-24 year olds,Percent,97.87751166
Qatar,2011,Female,15-24 year olds,Percent,98.74933272
Qatar,2010,Female,15-24 year olds,Percent,98.26115181
Qatar,2010,All genders,15-24 year olds,Percent,96.82016024
Qatar,2010,Male,15-24 year olds,Percent,96.32372909
Qatar,2009,Male,15-24 year olds,Percent,97.70183329
Qatar,2009,All genders,15-24 year olds,Percent,97.75925383
Qatar,2009,Female,15-24 year olds,Percent,97.94621749
Qatar,2008,Female,15-24 year olds,Percent,96.8849814
Qatar,2008,All genders,15-24 year olds,Percent,95.68698817
Qatar,2008,Male,15-24 year olds,Percent,95.31861467
Qatar,2007,All genders,15-24 year olds,Percent,99.06010284
Qatar,2007,Male,15-24 year olds,Percent,99.09515975
Qatar,2007,Female,15-24 year olds,Percent,98.96524795
Qatar,2004,Female,15-24 year olds,Percent,97.5400126
Qatar,2004,Male,15-24 year olds,Percent,94.88587858
Qatar,2004,All genders,15-24 year olds,Percent,95.92071385
Qatar,1997,All genders,15-24 year olds,Percent,94.79075046
Qatar,1997,Male,15-24 year olds,Percent,94.12275963
Qatar,1997,Female,15-24 year olds,Percent,95.80930549
Qatar,1986,Female,15-24 year olds,Percent,91.23052434
Qatar,1986,Male,15-24 year olds,Percent,88.52730281
Qatar,1986,All genders,15-24 year olds,Percent,89.54293378
Réunion,2012,Male,15-24 year olds,Percent,99.65406
Réunion,2012,All genders,15-24 year olds,Percent,99.78294
Réunion,2012,Female,15-24 year olds,Percent,99.91806
Réunion,2004,Female,15-24 year olds,Percent,99.34436
Réunion,2004,All genders,15-24 year olds,Percent,98.66419
Réunion,2004,Male,15-24 year olds,Percent,97.98151
Réunion,1994,All genders,15-24 year olds,Percent,98.65142
Réunion,1994,Male,15-24 year olds,Percent,97.96232
Réunion,1994,Female,15-24 year olds,Percent,99.33892
Réunion,1982,Female,15-24 year olds,Percent,97.51995867
Réunion,1982,Male,15-24 year olds,Percent,93.79717535
Réunion,1982,All genders,15-24 year olds,Percent,95.66449585
Romania,2011,Male,15-24 year olds,Percent,99.0140865
Romania,2011,All genders,15-24 year olds,Percent,98.99568738
Romania,2011,Female,15-24 year olds,Percent,98.97621679
Romania,2002,Female,15-24 year olds,Percent,97.77952068
Romania,2002,All genders,15-24 year olds,Percent,97.76148778
Romania,2002,Male,15-24 year olds,Percent,97.74422874
Romania,1992,All genders,15-24 year olds,Percent,99.10746203
Romania,1992,Male,15-24 year olds,Percent,99.18007019
Romania,1992,Female,15-24 year olds,Percent,99.03209234
Russian Federation,2010,Male,15-24 year olds,Percent,99.6627803
Russian Federation,2010,Female,15-24 year olds,Percent,99.75802293
Russian Federation,2010,All genders,15-24 year olds,Percent,99.70960245
Russian Federation,2002,All genders,15-24 year olds,Percent,99.72460028
Russian Federation,2002,Female,15-24 year olds,Percent,99.7712783
Russian Federation,2002,Male,15-24 year olds,Percent,99.67908297
Russian Federation,1989,Female,15-24 year olds,Percent,99.74946473
Russian Federation,1989,Male,15-24 year olds,Percent,99.69100528
Russian Federation,1989,All genders,15-24 year olds,Percent,99.71960197
Rwanda,2010,Male,15-24 year olds,Percent,76.6585792
Rwanda,2010,All genders,15-24 year olds,Percent,77.34462673
Rwanda,2010,Female,15-24 year olds,Percent,77.97246319
Rwanda,2000,Female,15-24 year olds,Percent,76.86258278
Rwanda,2000,All genders,15-24 year olds,Percent,77.62033288
Rwanda,2000,Male,15-24 year olds,Percent,78.52216749
Rwanda,1991,All genders,15-24 year olds,Percent,74.89654159
Rwanda,1978,All genders,15-24 year olds,Percent,52.26192738
Rwanda,1978,Male,15-24 year olds,Percent,59.65619875
Rwanda,1978,Female,15-24 year olds,Percent,44.69158561
Saint Pierre and Miquelon,1982,Female,15-24 year olds,Percent,99.43714822
Saint Pierre and Miquelon,1982,Male,15-24 year olds,Percent,99.46996466
Saint Pierre and Miquelon,1982,All genders,15-24 year olds,Percent,99.45404914
Samoa,2012,All genders,15-24 year olds,Percent,99.52692
Samoa,2012,Female,15-24 year olds,Percent,99.6221
Samoa,2012,Male,15-24 year olds,Percent,99.44094
Samoa,2004,Male,15-24 year olds,Percent,99.33326
Samoa,2004,Female,15-24 year olds,Percent,99.44086
Samoa,2004,All genders,15-24 year olds,Percent,99.38381
Samoa,1991,Male,15-24 year olds,Percent,99.12
Samoa,1991,All genders,15-24 year olds,Percent,99.04444444
Samoa,1991,Female,15-24 year olds,Percent,98.95
Sao Tome and Principe,2008,Female,15-24 year olds,Percent,77.33727906
Sao Tome and Principe,2008,Male,15-24 year olds,Percent,83.05632946
Sao Tome and Principe,2008,All genders,15-24 year olds,Percent,80.20315973
Sao Tome and Principe,2001,All genders,15-24 year olds,Percent,95.41546379
Sao Tome and Principe,2001,Male,15-24 year olds,Percent,95.9739935
Sao Tome and Principe,2001,Female,15-24 year olds,Percent,94.85257056
Sao Tome and Principe,1991,Female,15-24 year olds,Percent,91.85257898
Sao Tome and Principe,1991,Male,15-24 year olds,Percent,95.80854043
Sao Tome and Principe,1991,All genders,15-24 year olds,Percent,93.84996024
Sao Tome and Principe,1981,All genders,15-24 year olds,Percent,82.39921871
Sao Tome and Principe,1981,Male,15-24 year olds,Percent,90.81988661
Sao Tome and Principe,1981,Female,15-24 year olds,Percent,74.05767361
Saudi Arabia,2013,Female,15-24 year olds,Percent,99.13698873
Saudi Arabia,2013,Male,15-24 year olds,Percent,99.30072221
Saudi Arabia,2013,All genders,15-24 year olds,Percent,99.22176778
Saudi Arabia,2004,All genders,15-24 year olds,Percent,95.8496913
Saudi Arabia,2004,Male,15-24 year olds,Percent,96.95304816
Saudi Arabia,2004,Female,15-24 year olds,Percent,94.67570719
Saudi Arabia,2000,Male,15-24 year olds,Percent,98.07428346
Saudi Arabia,2000,Female,15-24 year olds,Percent,93.71306287
Saudi Arabia,2000,All genders,15-24 year olds,Percent,95.91315882
Saudi Arabia,1992,All genders,15-24 year olds,Percent,87.85560753
Saudi Arabia,1992,Female,15-24 year olds,Percent,81.07383459
Saudi Arabia,1992,Male,15-24 year olds,Percent,93.96330673
Senegal,2011,Male,15-24 year olds,Percent,73.96650782
Senegal,2011,Female,15-24 year olds,Percent,58.99901601
Senegal,2011,All genders,15-24 year olds,Percent,66.03273952
Senegal,2009,All genders,15-24 year olds,Percent,65.01490579
Senegal,2009,Female,15-24 year olds,Percent,56.19143514
Senegal,2009,Male,15-24 year olds,Percent,74.20334949
Senegal,2006,Female,15-24 year olds,Percent,44.54015856
Senegal,2006,All genders,15-24 year olds,Percent,50.85165661
Senegal,2006,Male,15-24 year olds,Percent,58.12516734
Senegal,2002,Male,15-24 year olds,Percent,58.48507522
Senegal,2002,All genders,15-24 year olds,Percent,49.12449012
Senegal,2002,Female,15-24 year olds,Percent,40.96837345
Senegal,1988,Male,15-24 year olds,Percent,49.12730422
Senegal,1988,Female,15-24 year olds,Percent,28.03475259
Senegal,1988,All genders,15-24 year olds,Percent,37.8661034
Serbia,2012,All genders,15-24 year olds,Percent,99.26009
Serbia,2012,Male,15-24 year olds,Percent,99.27789
Serbia,2012,Female,15-24 year olds,Percent,99.24156
Seychelles,2012,Female,15-24 year olds,Percent,99.37437793
Seychelles,2012,Male,15-24 year olds,Percent,98.77060254
Seychelles,2012,All genders,15-24 year olds,Percent,99.06477312
Seychelles,2002,All genders,15-24 year olds,Percent,99.06477312
Seychelles,2002,Male,15-24 year olds,Percent,98.77060254
Seychelles,2002,Female,15-24 year olds,Percent,99.37437793
Seychelles,1994,Female,15-24 year olds,Percent,99.13843458
Seychelles,1994,All genders,15-24 year olds,Percent,98.81331404
Seychelles,1994,Male,15-24 year olds,Percent,98.4939759
Seychelles,1987,Male,15-24 year olds,Percent,96.80686454
